function_name,cpu-cycles,instructions,cache-misses,cache-ref 
huff_smallest_node,4829,4460,0,89 
huff_smallest_node,0,0,0,0 
huff_smallest_node,0,0,0,0 
huff_smallest_node,0,0,0,0 
huff_smallest_node,5950,4460,12,37 
huff_smallest_node,3701,4460,4,13 
huff_smallest_node,0,0,0,0 
huff_smallest_node,0,0,0,0 
huff_smallest_node,4383,4460,20,59 
huff_smallest_node,0,0,0,0 
huff_smallest_node,0,0,0,0 
huff_smallest_node,4001,4460,13,13 
huff_smallest_node,0,0,0,0 
huff_smallest_node,3913,4460,5,52 
THFloatVector_fill_NEON,0,0,0,0 
THFloatVector_fill_NEON,3440,2956,3,11 
THFloatVector_fill_NEON,0,0,0,0 
THFloatVector_fill_NEON,0,0,0,0 
THFloatVector_fill_NEON,3373,2956,7,12 
THFloatVector_fill_NEON,0,0,0,0 
THFloatVector_fill_NEON,0,0,0,0 
THFloatVector_fill_NEON,3407,2956,3,12 
THFloatVector_fill_NEON,0,0,0,0 
THFloatVector_fill_NEON,0,0,0,0 
THFloatVector_fill_NEON,0,0,0,0 
THFloatVector_fill_NEON,0,0,0,0 
THFloatVector_fill_NEON,3306,2956,2,10 
THFloatVector_fill_NEON,0,0,0,0 
THFloatVector_fill_NEON,0,0,0,0 
THFloatVector_fill_NEON,3233,2956,5,8 
THFloatVector_fill_NEON,0,0,0,0 
THFloatVector_fill_NEON,0,0,0,0 
THFloatVector_fill_NEON,3479,2956,2,7 
THFloatVector_fill_NEON,0,0,0,0 
THFloatVector_fill_NEON,3239,2956,0,11 
THFloatVector_fill_NEON,3451,2956,0,7 
THFloatVector_fill_NEON,0,0,0,0 
THFloatVector_fill_NEON,0,0,0,0 
THFloatVector_fill_NEON,3355,2956,0,5 
THFloatVector_fill_NEON,0,0,0,0 
THFloatVector_fill_NEON,3262,2956,0,13 
THFloatVector_fill_NEON,0,0,0,0 
THFloatVector_fill_NEON,3563,2956,2,38 
THFloatVector_fill_NEON,3341,2956,0,11 
THFloatVector_fill_NEON,3465,2956,0,31 
THFloatVector_fill_NEON,0,0,0,0 
THFloatVector_fill_NEON,3456,2956,0,5 
THFloatVector_fill_NEON,3309,2956,0,13 
THFloatVector_fill_NEON,3361,2956,0,10 
THFloatVector_fill_NEON,3422,2956,0,8 
THFloatVector_fill_NEON,3241,2956,1,10 
THFloatVector_fill_NEON,0,0,0,0 
THFloatVector_fill_NEON,18106,7971,10,1635 
THFloatVector_fill_NEON,45818,19929,105,3348 
THFloatVector_fill_NEON,0,0,0,0 
THFloatVector_fill_NEON,3459,2956,0,12 
THFloatVector_fill_NEON,3316,2956,0,11 
THFloatVector_fill_NEON,0,0,0,0 
THFloatVector_fill_NEON,0,0,0,0 
THFloatVector_fill_NEON,3466,2956,0,11 
THFloatVector_fill_NEON,0,0,0,0 
THFloatVector_fill_NEON,0,0,0,0 
THFloatVector_fill_NEON,3457,2956,0,14 
THFloatVector_fill_NEON,0,0,0,0 
THFloatVector_fill_NEON,3422,2956,1,9 
THFloatVector_fill_NEON,4881,2956,0,30 
THFloatVector_fill_NEON,0,0,0,0 
THFloatVector_fill_NEON,3373,2956,0,13 
THFloatVector_fill_NEON,0,0,0,0 
THFloatVector_fill_NEON,3384,2956,1,39 
THFloatVector_fill_NEON,0,0,0,0 
THFloatVector_fill_NEON,0,0,0,0 
THFloatVector_fill_NEON,0,0,0,0 
THFloatVector_fill_NEON,3459,2956,0,34 
THFloatVector_fill_NEON,0,0,0,0 
THFloatVector_fill_NEON,0,0,0,0 
